race_id,series,year,race_file,team_key,team_race_relative_pace,team_race_relative_time
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,AlphaTauri,0.11485588461910809,0.09049999999999159
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Ferrari,0.46867925077554257,0.4829999999999899
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Haas F1 Team,1.3686153049040453,1.4079999999999941
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,McLaren,0,0
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Mercedes,-1.038042937748218,-1.0975000000000037
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Racing Point,-0.166323118497207,-0.16549999999999443
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Red Bull,-0.5616993312166458,-0.5649999999999906
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Renault,-0.28651562949598425,-0.4440000000000026
F1_2020_1039_tuscan_grand_prix,F1,2020,1039_tuscan_grand_prix,Williams,0.6011050873378739,0.6615000000000038
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Alfa Romeo,0.37665259997093237,0.548250000000003
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,AlphaTauri,-0.15500813109462896,-0.20400000000000063
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Ferrari,0,0
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Haas F1 Team,0.338134325917149,0.4962499999999892
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,McLaren,0.4204243505322189,0.5120000000000005
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Mercedes,-0.9762865072752682,-1.3455000000000013
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Racing Point,-0.6022049702332728,-0.9807500000000005
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Red Bull,-0.6252711983578159,-0.8607499999999959
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Renault,-0.26572220153356807,-0.4239999999999924
F1_2020_1040_russian_grand_prix,F1,2020,1040_russian_grand_prix,Williams,0.8440220676839763,1.1084999999999923
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Alfa Romeo,0.230782837282261,0.3229999999999933
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,AlphaTauri,0.18316936443526116,0.26400000000001
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Ferrari,0,0
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Haas F1 Team,0.33895934924780835,0.44899999999999807
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,McLaren,-0.1087029447364279,-0.11400000000000432
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Mercedes,-1.5955999808845958,-2.262500000000003
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Racing Point,0,0
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Red Bull,-0.9929648762305479,-1.796750000000003
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Renault,-0.3562948187279666,-0.4819999999999993
F1_2020_1041_eifel_grand_prix,F1,2020,1041_eifel_grand_prix,Williams,0.45290600578219925,0.4899999999999949
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Alfa Romeo,0.3315602221324152,0.39124999999999943
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,AlphaTauri,0.06079167026400503,0.0730000000000004
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Ferrari,-0.2937982986798017,-0.32650000000001
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Haas F1 Team,0.5992671805163816,0.6252499999999941
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,McLaren,-0.026678851635841785,-0.03450000000000841
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Mercedes,-1.283224619769554,-1.4092500000000001
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Racing Point,-0.16273427906420052,-0.15800000000000125
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Red Bull,-0.6247938344481128,-0.6760000000000019
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Renault,-0.03348266133145279,-0.03249999999999176
F1_2020_1042_portuguese_grand_prix,F1,2020,1042_portuguese_grand_prix,Williams,0.5472150692411668,0.6364999999999981
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Alfa Romeo,0.4495348571183527,0.3100000000000023
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,AlphaTauri,-0.2049297207768787,-0.14074999999998994
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Ferrari,-0.02435034577543827,-0.030000000000001137
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Haas F1 Team,0.6437572211903674,0.46750000000000114
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,McLaren,-0.02476127503352222,-0.02599999999999625
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Mercedes,-1.3946269719623579,-1.0272500000000022
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Racing Point,-0.11651320022256359,-0.09250000000000114
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Red Bull,-0.28710707110595407,-0.305499999999995
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Renault,0.10426855077367687,0.06624999999999659
F1_2020_1043_emilia_romagna_grand_prix,F1,2020,1043_emilia_romagna_grand_prix,Williams,0.3946299227404991,0.2785000000000011
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Alfa Romeo,0.2738969728990988,0.6084999999999994
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,AlphaTauri,0.1037117923193421,0.269999999999996
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Ferrari,-0.45377086359753127,-1.1172500000000056
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Haas F1 Team,0.3786906565028899,0.8567500000000052
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,McLaren,-0.3053967666066118,-0.7965000000000089
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Mercedes,-0.22107232445817443,-0.4759999999999991
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Racing Point,-0.0048792945616459495,-0.009500000000002728
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Red Bull,-0.31161399057549233,-0.796999999999997
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Renault,0.011632675465505577,0.032999999999994145
F1_2020_1044_turkish_grand_prix,F1,2020,1044_turkish_grand_prix,Williams,0.9404767753110518,1.9874999999999972
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Alfa Romeo,0.5811353914297921,1.0972500000000025
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,AlphaTauri,0.06201955754719111,0.1904999999999859
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Ferrari,0.1673325738049004,0.36350000000000193
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Haas F1 Team,1.061696285731635,1.8284999999999911
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,McLaren,-0.32233428840178047,-0.607999999999997
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Mercedes,-0.45430287677656167,-0.9919999999999973
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Racing Point,-0.3667596210807511,-0.8029999999999973
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Red Bull,-0.48549104902107376,-1.0150000000000006
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Renault,-0.06510062082891296,-0.11525000000000318
F1_2020_1045_bahrain_grand_prix,F1,2020,1045_bahrain_grand_prix,Williams,0.515571377540776,1.1262499999999989
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Alfa Romeo,0.56334819065062,0.3500000000000014
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,AlphaTauri,-0.16158911791484182,-0.1180000000000021
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Ferrari,0.14148204864061037,0.09749999999999659
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Haas F1 Team,1.0021719123295239,0.6829999999999998
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,McLaren,-0.1320706051293624,-0.11299999999999955
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Mercedes,-0.8851892658140708,-0.5055000000000014
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Racing Point,-0.1986180367620652,-0.12650000000000006
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Red Bull,-0.0065925726934479055,-0.003999999999997783
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Renault,-0.14135784353758507,-0.10849999999999937
F1_2020_1046_sakhir_grand_prix,F1,2020,1046_sakhir_grand_prix,Williams,0.6056603492964877,0.4309999999999974
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Alfa Romeo,0.4211402479012251,0.6490000000000009
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,AlphaTauri,0.02279783679866961,0.04099999999999682
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Ferrari,0.17561295610835415,0.2575000000000003
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Haas F1 Team,1.134887436733859,1.6615000000000038
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,McLaren,-0.2754645903534727,-0.4159999999999968
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Mercedes,-1.1849241739108172,-1.5289999999999964
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Racing Point,0.011903300109276245,0.01999999999999602
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Red Bull,-1.1969668522708667,-1.5232499999999973
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Renault,0.013246097588642676,0.014000000000010004
F1_2020_1047_abu_dhabi_grand_prix,F1,2020,1047_abu_dhabi_grand_prix,Williams,0.7911041409744333,1.1030000000000086
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Alfa Romeo,0.23722363430838347,0.3359999999999914
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,AlphaTauri,-0.02095395131333307,-0.03349999999999653
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Alpine F1 Team,-0.14462735153771614,-0.19324999999999903
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Aston Martin,-0.045510968199661356,-0.055499999999995
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Ferrari,-0.013972882620990383,-0.04124999999999801
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Haas F1 Team,0.9480861868670859,1.2510000000000048
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,McLaren,-0.00783120036385796,-0.009000000000000341
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Mercedes,-0.8014090722477689,-1.3200000000000074
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Red Bull,-0.953027394170672,-1.3485000000000014
F1_2021_1051_qatar_grand_prix,F1,2021,1051_qatar_grand_prix,Williams,0.7108989663635298,0.8930000000000007
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Alfa Romeo,0.14267996796752094,0.18099999999999739
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,AlphaTauri,-0.03309672020146158,-0.10699999999999932
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Alpine F1 Team,0.42080240104919586,0.5139999999999958
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Aston Martin,0.4346333951635544,0.5339999999999918
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Ferrari,-0.14828874114991714,-0.18550000000000466
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Haas F1 Team,1.0241574794573935,1.2169999999999987
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,McLaren,-0.25202885904464273,-0.27949999999999164
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Mercedes,-0.9032632207889668,-1.2439999999999998
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Red Bull,-0.7328241066264132,-1.042500000000004
F1_2021_1052_bahrain_grand_prix,F1,2021,1052_bahrain_grand_prix,Williams,0.5987606316600119,0.8220000000000027
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Alfa Romeo,0.21846626657027157,0.3500000000000014
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,AlphaTauri,0,0
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Alpine F1 Team,0.24499410723553786,0.3725000000000023
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Aston Martin,0.08587556967591599,0.16250000000000142
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Ferrari,-0.6733345159148724,-0.9059999999999988
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Haas F1 Team,1.058667699827057,1.3639999999999972
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,McLaren,-0.37420495871305026,-0.6710000000000065
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Mercedes,-0.3405814494376001,-0.7819999999999965
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Red Bull,-0.8172237752482719,-1.5189999999999912
F1_2021_1053_emilia_romagna_grand_prix,F1,2021,1053_emilia_romagna_grand_prix,Williams,0.04464211254490044,0.18200000000000216
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Alfa Romeo,0.07173832118202021,0.08599999999999852
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,AlphaTauri,0.07481898419183024,0.07000000000000739
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Alpine F1 Team,-0.14484119823595976,-0.16449999999999676
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Aston Martin,0.11870196307608377,0.15500000000000114
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Ferrari,-0.07195447388785647,-0.08300000000001262
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Haas F1 Team,1.5446289554110801,1.4989999999999952
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,McLaren,-0.0961357069050858,-0.10800000000000409
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Mercedes,-1.023736905408489,-1.1209999999999951
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Red Bull,-0.7876283710191098,-0.8530000000000086
F1_2021_1054_portuguese_grand_prix,F1,2021,1054_portuguese_grand_prix,Williams,1.2642409060764428,1.186000000000007
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,Alfa Romeo,0.21101882981561212,0.27200000000000557
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,AlphaTauri,0.06370432289987453,0.06799999999999784
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,Alpine F1 Team,0.12375042293922495,0.20249999999999346
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,Aston Martin,0.08282318860513244,0.11700000000000443
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,Ferrari,-0.4604755162406115,-0.7730000000000032
F1_2021_1055_spanish_grand_prix,F1,2021,1055_spanish_grand_prix,Haas F1 Team,0.8639553588496516,1.2772500000000022
